"n_distributor_id","dist_name","item_code","item_name","category_abc","category_fms","volume","pack","last_sale_date","last_purchase_date","last_stock_adjustment_date","last_sale_return_date","last_customer_breakage_expiry_date","last_godown_breakage_expiry_date","sale_amt","purchase_amt","stock_adjustment_amt","sale_return_amt","customer_breakage_expiry_amt","godown_breakage_expiry_amt","sale_qty","purchase_qty","stock_adjustment_qty","sale_return_qty","customer_breakage_expiry_qty","godown_breakage_expiry_qty","line_cut_customer_count","line_cut_challan_count","line_cut_no_of_days","line_cut_total_qty"
2,Simba,12051,METSMALL 500 28TAB,C,F,91.1,STRIP,2023-04-20,2023-04-12,2023-03-30,2023-04-15,,,9703.65,12495.60,0.00,147.33,,,263.000,360.000,46.000,4.000,,,2,2,2,3.0
2,Simba,12091,HYDRANET LOTION 100ML,D,S,246.3,BOTTLE,2023-04-07,2023-03-28,,,,,1292.30,3653.64,,,,,4.000,12.000,,,,,1,1,1,1.0
2,Simba,12575,SUNBAN ULTRA GEL 60GM,C,M,173.6,TUBE,2023-04-20,2023-04-14,,2023-04-08,,,13667.62,16017.50,,686.94,,,40.000,50.000,,2.000,,,1,1,1,0.0
2,Simba,13091,LASIX AMPULES  4 ML,B,F,15.0,AMPOULE,2023-04-20,2023-04-19,2023-04-15,2023-04-01,,,18407.80,8301.41,0.00,459.07,,,2125.000,1010.000,516.000,54.000,,3.000,19,20,14,-91.0
2,Simba,13330,AF KIT 4TAB,C,F,59.7,STRIP,2023-04-20,2023-04-13,,2023-04-14,,,8927.07,10466.56,,597.13,,,119.000,148.000,,8.000,,,,,,
2,Simba,13387,RICHKAL 500MG 10TAB,D,M,35.3,STRIP,2023-04-18,2023-03-31,,,,,8026.32,2777.10,,,,,90.000,33.000,,,,,2,2,2,2.0
2,Simba,13505,NUAZY 250MG 10TAB,D,S,51.6,STRIP,2023-04-14,,,,,,249.66,,,,,,3.000,,,,,,,,,
2,Simba,13621,GATE P 10ML EYE DROPS(BF),C,F,98.3,BOTTLE,2023-04-20,2023-04-14,2023-04-15,2023-04-08,,,6646.09,9667.20,0.00,92.95,,,208.000,320.000,24.000,3.000,,1.000,2,2,2,-3.0
2,Simba,13872,STORVAS 10MG 15TAB,B,F,28.1,STRIP,2023-04-20,2023-03-31,2023-03-29,2023-04-18,2023-04-17,2023-04-17,119732.97,130486.02,-94.60,165.03,1086.11,1086.11,2485.000,2740.000,40.000,3.000,18.000,1.000,8,8,6,-17.0
2,Simba,14359,ZIMIVIR TAB 500MG,D,S,16.5,STRIP,2023-04-20,2023-03-31,,,,,1847.10,2029.65,,,,,18.000,21.000,,,,,,,,
2,Simba,14437,ZYLORIC 300MG 10TAB,C,F,48.3,STRIP,2023-04-20,2023-03-31,2023-04-04,2023-04-10,,,10029.54,7228.00,0.00,257.33,,,261.000,200.000,18.000,5.000,,3.000,2,2,1,6.0
2,Simba,14665,MINOVERA  5% 60ML,D,S,593.6,BOTTLE,2023-03-31,,2023-04-04,,,,2612.15,,700.72,,,,7.000,,2.000,,,10.000,,,,
2,Simba,15223,FEMOSTON 1/10,D,S,100.2,STRIP,,2023-03-30,,,,,,9109.30,,,,,,10.000,,,,,,,,
2,Simba,15605,DYTOR 20 15TAB,A,F,13.0,STRIP,2023-04-20,2023-04-20,2023-03-26,2023-04-19,,,61392.51,35559.00,0.00,363.96,,,490.000,300.000,26.000,3.000,,,3,4,4,2.0
2,Simba,15849,IMUNGRO 9G 10TAB,C,M,67.0,STRIP,2023-04-20,2023-03-28,2023-03-26,2023-03-27,,,3671.19,3478.00,0.00,367.12,,,20.000,22.000,2.000,2.000,,,,,,
2,Simba,16293,VICKS ACTION 500 ADVANCED TABLET 10 NO`S,A,F,65.52,STRIP,2023-04-20,2023-03-28,2023-04-20,2023-04-17,,,166528.00,152347.14,19.62,7588.75,,,4866.000,5400.000,416.000,212.000,,,4,4,4,244.0
2,Simba,16389,NICOTEX NICOTINE 14 MG PATCH 7 NO`S,C,S,306.0,PACKET,2023-04-19,,,2023-04-12,,,9184.16,,,1350.61,,,21.000,,,3.000,,,,,,
2,Simba,16430,MIDGEO TABLET 10 NO`S,D,S,11.0,STRIP,2023-04-20,2023-04-08,,,,,3684.60,2811.87,,,,,25.000,20.000,,,,,1,1,1,1.0
2,Simba,16957,ESAM 5 10TAB,D,S,7.0,STRIP,2023-04-10,,2023-04-10,2023-04-13,,,3625.70,,-253.41,84.47,,,42.000,,3.000,1.000,,,1,3,2,9.0
2,Simba,17565,ONCET-CF TAB,C,F,18.9,STRIP,2023-04-17,2023-03-28,,2023-03-25,,,10407.43,21504.70,,513.47,,,301.000,660.000,,14.000,,,,,,
2,Simba,17621,CILDIP 10MG TAB,C,F,8.1,STRIP,2023-04-20,2023-04-11,2023-04-04,2023-04-04,,,11124.00,14192.64,0.00,144.88,,,147.000,200.000,6.000,2.000,,,5,6,5,12.0
2,Simba,17756,CHERI SYP,B,F,675.7,BOTTLE,2023-04-20,,2023-04-08,2023-04-12,,,22384.74,,0.00,1274.18,,,209.000,,26.000,11.000,,2.000,,,,
2,Simba,18216,STONVIL SYRUP,D,M,214.0,BOTTLE,2023-04-18,,2023-04-20,2023-04-01,,,5025.80,,170.10,67.86,,,77.000,,3.000,1.000,,,,,,
2,Simba,18301,VOLINI SPRAY 15GM,B,F,194.9,BOTTLE,2023-04-20,2023-03-30,2023-04-08,2023-04-15,,,41922.78,87436.80,0.00,958.25,,,942.000,2112.000,158.000,21.000,,1.000,3,3,2,-15.0
2,Simba,7201,DEXCPM SR 6MG 10TAB,D,M,20.9,STRIP,2023-04-20,2023-03-31,2023-03-30,2023-03-27,,,1839.20,1948.00,-129.88,41.13,,,50.000,65.000,4.000,1.000,,,3,3,2,3.0
2,Simba,7202,LULYERA 1%W/W 20GM CREAM,D,S,82.8,TUBE,2023-04-19,2023-04-07,2023-03-31,,,,642.30,983.52,-245.90,,,,11.000,20.000,5.000,,,,3,3,2,3.0
2,Simba,8798,OKACET L 10TAB LEVOCETIRIZINE(5MG),D,F,0.3,STRIP,2023-04-20,2023-03-21,2023-03-28,2023-04-15,,,4068.70,1880.00,0.00,95.50,,,946.000,500.000,40.000,22.000,,,1,1,1,1.0
2,Simba,8866,FLEXAID D TABLET 10 NOS,D,S,167.6,STRIP,2023-03-29,,,2023-03-29,,,176.10,,,181.50,,,3.000,,,3.000,,,,,,
2,Simba,8976,CEFIX 200 10TAB CEFIXIME(200MG),C,F,86.3,STRIP,2023-04-20,2023-03-21,,2023-04-13,,,24059.85,16142.40,,571.80,,,507.000,380.000,,12.000,,,1,1,1,1.0
2,Simba,9553,TELEACT #(BETA) 25MG,D,S,46.3,STRIP,2023-04-08,,2023-04-08,,,,2809.97,,-444.84,,,,25.000,,4.000,,,,1,2,1,8.0
2,Simba,9990,MIOL-OD CAP,C,M,43.1,STRIP,2023-04-20,2023-03-28,2023-04-11,2023-04-04,,,10357.64,4966.00,0.00,104.84,,,106.000,55.000,10.000,1.000,,,1,1,1,1.0
2,Simba,11574,EVECARE 30CAP,C,F,122.0,BOTTLE,2023-04-20,2023-04-10,,2023-04-17,,,7946.22,10664.90,,120.31,,,69.000,100.000,,1.000,,,6,6,4,6.0
2,Simba,11757,GRILINCTUS SYRUP 100ML,A,F,298.2,BOTTLE,2023-04-20,,2023-04-12,2023-04-20,2023-04-15,2023-04-15,126704.71,,-236.31,7437.19,840.21,840.21,1490.000,,71.000,87.000,11.000,17.000,28,33,10,66.0
2,Simba,11789,FOXSTAT 80 10TAB,D,S,11.6,STRIP,2023-04-18,2023-04-03,,2023-03-27,2023-04-15,2023-04-15,5909.01,17858.64,,150.71,493.96,493.96,40.000,120.000,,1.000,4.000,,1,1,1,2.0
2,Simba,11808,GLYCIPHAGE SR 10TAB,A,F,25.1,STRIP,2023-04-16,,2023-04-05,2023-04-15,2023-03-21,2023-03-21,249742.05,,0.00,950.67,1979.42,1979.42,17270.000,,1288.000,62.000,143.000,3.000,12,12,6,-668.0
2,Simba,11822,VOLIPHAGE 0.2 10TAB,D,S,14.5,STRIP,2023-04-07,,2023-03-28,2023-03-31,2023-03-21,2023-03-21,474.61,,-1234.88,139.82,60.49,60.49,7.000,,29.000,2.000,1.000,,1,2,1,10.0
2,Simba,12408,ZINGCAL HD 15TAB,D,S,48.235823999999994,STRIP,2023-04-07,,2023-04-20,,,,98.75,,92.57,,,,1.000,,1.000,,,,1,1,1,1.0
2,Simba,12561,AXIFUR 250MG 10TAB,D,S,67.0,STRIP,2023-03-24,,2023-04-02,2023-03-28,,,514.86,,0.00,66.10,,,4.000,,6.000,1.000,,4.000,1,1,1,0.0
2,Simba,12790,PANGRAF 0.25MG 10CAP,D,S,52.0,STRIP,2023-04-17,2023-03-29,2023-04-17,,,,849.09,1190.88,0.00,,,,8.000,12.000,2.000,,,3.000,1,2,2,0.0
2,Simba,13392,NEWTEL 40MG 10TAB,C,F,39.0,STRIP,2023-04-20,2023-04-20,2023-03-31,2023-04-05,,,16412.76,17342.00,0.00,144.05,,,578.000,650.000,58.000,5.000,,1.000,1,1,1,5.0
2,Simba,13410,PIO M 15MG 15TAB,D,M,39.858,STRIP,2023-04-20,2023-04-13,2023-03-24,,,,4846.06,5982.24,0.00,,,,101.000,132.000,4.000,,,1.000,,,,
2,Simba,13446,METFAITH G 2MG 10TAB,D,N,,,,,2023-04-20,,,,,,108.00,,,,,,2.000,,,2.000,,,,
2,Simba,13539,MMF 500MG 10TAB,A,F,29.7,STRIP,2023-04-20,2023-03-30,2023-04-17,2023-04-18,,,62758.18,25618.14,0.00,2471.57,,,125.000,54.000,36.000,5.000,,,3,3,3,2.0
2,Simba,14270,FLUNER 5MG TAB,D,M,5.5,STRIP,2023-04-20,2023-04-11,2023-04-14,2023-04-07,,,971.48,738.92,0.00,114.64,,,61.000,50.000,12.000,8.000,,1.000,2,3,2,23.0
2,Simba,14358,ZIMIVIR TAB 1000MG,C,S,22.2,STRIP,2023-04-15,2023-04-15,,2023-04-20,,,9827.46,15183.14,,163.53,,,60.000,98.000,,1.000,,,,,,
2,Simba,14651,"3VC 3CAP",C,F,103.7,STRIP,2023-04-20,2023-04-05,,2023-04-20,2023-03-27,2023-03-27,25950.76,32917.50,,492.96,1254.88,1254.88,265.000,350.000,,5.000,16.000,,1,1,1,0.0
2,Simba,14983,TIDILAN RETARD 10TAB,B,F,,,2023-04-20,2023-04-01,2023-04-19,2023-04-19,2023-04-17,2023-04-17,39021.08,38785.00,0.00,1216.46,70.52,70.52,583.000,650.000,20.000,18.000,1.000,3.000,2,2,2,1.0
2,Simba,15447,WAREN PR 10TAB,D,M,56.5,STRIP,2023-04-10,2023-04-09,,2023-04-18,,,2361.01,2185.60,,57.67,,,44.000,44.000,,1.000,,,,,,
2,Simba,10574,ROWASA 1GM SACHET,A,M,9.3,SACHET,2023-04-20,2023-04-19,2023-04-14,2023-04-13,,,86334.00,139661.08,0.00,3980.02,,,2179.000,4000.000,118.000,90.000,,,3,3,2,26.0
2,Simba,10595,COXPOD-200 TAB,B,F,37.0,STRIP,2023-04-20,2023-04-18,,2023-04-10,,,24979.26,26870.80,,968.36,,,205.000,240.000,,8.000,,,1,1,1,3.0
2,Simba,10722,ERINAC P 10TAB(PEACH),D,S,,,2023-03-23,,2023-04-05,2023-03-28,,,91.00,,-103.35,27.30,,,10.000,,13.000,3.000,,,2,2,2,9.0
2,Simba,11177,PRAMIPEX ER 0.75,C,M,46.0,STRIP,2023-04-20,2023-04-14,,2023-04-19,2023-03-29,2023-03-29,32492.49,31268.48,,2161.77,90.64,90.64,320.000,320.000,,22.000,1.000,,,,,
2,Simba,11416,CAPSITOP GEL 30G,D,S,105.0,TUBE,2023-04-16,,,2023-04-06,,,678.61,,,85.72,,,8.000,,,1.000,,,,,,
2,Simba,11746,RELAXYL DA THERMOGEL 30GMS,D,M,113.8,TUBE,2023-04-20,,,2023-03-22,2023-03-21,2023-03-21,8682.92,,,96.56,386.33,386.33,97.000,,,1.000,5.000,,1,1,1,0.0
2,Simba,11753,AMICLINE 10TAB,D,S,23.0,STRIP,2023-04-17,2023-03-31,,,2023-03-29,2023-03-29,115.67,83.57,,,129.92,129.92,13.000,10.000,,,17.000,1.000,,,,
2,Simba,12218,PRADAXA 75MG 10CAP,D,S,91.7,STRIP,2023-04-13,,,,,,511.57,,,,,,1.000,,,,,4.000,,,,
2,Simba,12319,ROSUKAA A 10/75MG 10CAP,D,M,49.3,STRIP,2023-04-20,,2023-04-20,,,,3144.07,,0.00,,,,52.000,,2.000,,,,,,,
2,Simba,12333,MOXICIP D 5ML,C,F,78.2,BOTTLE,2023-04-19,2023-04-19,,,,,11210.13,14494.00,,,,,73.000,100.000,,,,,1,1,1,1.0
2,Simba,12579,PROPYNATE NF CREAM 30GM,D,M,99.5,TUBE,2023-04-20,2023-03-28,,2023-04-12,,,2942.99,3021.40,,159.47,,,19.000,20.000,,1.000,,,1,1,1,1.0
2,Simba,12954,BENFOLYST D 10CAP,A,F,80.9,STRIP,2023-04-20,2023-03-22,2023-04-06,2023-04-17,2023-03-25,2023-03-25,75422.87,76628.00,0.00,9514.82,383.14,383.14,370.000,400.000,50.000,47.000,2.000,,3,3,3,1.0
2,Simba,13270,AF 150MG 1TAB,B,F,6.9,STRIP,2023-04-20,2023-04-13,2023-04-18,2023-04-14,,,19214.46,16339.20,0.00,306.22,,,2454.000,2220.000,32.000,39.000,,2.000,9,9,5,29.0
2,Simba,13976,TRICHOTON SYP.,D,M,358.0,BOTTLE,2023-04-09,,,2023-04-08,,,1978.54,,,126.23,,,16.000,,,1.000,,,,,,
2,Simba,14968,MULMIN SYP 200ML,C,M,501.1,BOTTLE,2023-04-19,2023-04-20,2023-04-10,2023-04-17,,,13727.50,14659.68,0.00,1824.69,,,178.000,210.000,60.000,25.000,,5.000,2,3,3,-25.0
2,Simba,15429,ROSUVAS F 5 15TAB,B,F,53.5,STRIP,2023-04-18,2023-03-23,,,2023-03-23,2023-03-23,63783.87,41657.22,,,267.75,267.75,406.000,270.000,,,2.000,,1,1,1,-1.0
2,Simba,15800,HHCEFI 100MG 30ML DRY SYRUP,D,M,266.5,BOTTLE,2023-04-20,2023-03-28,2023-04-06,2023-04-08,,,2838.73,4601.00,0.00,99.17,,,54.000,100.000,54.000,2.000,,,1,1,1,0.0
2,Simba,16714,NUHENZ CAPSULE 10 NOS,A,F,193.1,STRIP,2023-04-20,2023-04-09,2023-04-06,2023-04-12,,,255680.62,376678.80,-2973.78,699.40,,,1478.000,2280.000,20.000,4.000,,,34,38,6,85.0
2,Simba,16840,D PROTIN VANILLA POWDER 500GM,B,M,2058.1,BOTTLE,2023-04-20,2023-04-10,,2023-04-19,,,27637.75,7650.00,,1215.50,,,68.000,20.000,,3.000,,,,,,
2,Simba,17177,COFAYUR SYP 100ML,D,S,219.7,BOTTLE,2023-04-19,2023-04-10,,,,,474.71,527.10,,,,,9.000,12.000,,,,,,,,
2,Simba,17568,OSTIUM K2 KIT TAB,D,S,278.496,STRIP,2023-04-17,,,2023-03-31,,,4813.00,,,382.72,,,13.000,,,1.000,,,,,,
2,Simba,17869,TELSARTAN-CT 40 TAB,C,M,4.0,STRIP,2023-04-20,2023-04-12,2023-04-03,2023-04-12,,,9538.07,7795.90,0.00,1410.75,,,81.000,70.000,18.000,12.000,,,,,,
2,Simba,18058,DOXIFIT TAB,C,F,67.0,STRIP,2023-04-20,2023-04-08,,,,,11970.50,9900.00,,,,,265.000,240.000,,,,,1,1,1,0.0
2,Simba,18267,FUCIDIN CREAM,B,F,91.9,TUBE,2023-04-13,,2023-04-20,2023-04-19,2023-04-17,2023-04-17,575.58,,-378.84,887.64,1480.35,1480.35,5.000,,4.000,8.000,15.000,,7,7,4,8.0
2,Simba,18375,LASUNA 60CAP,D,M,354.4,BOTTLE,2023-04-20,,,,,,2800.72,,,,,,21.000,,,,,,,,,
2,Simba,18677,AMOVID 10TAB,D,S,0.0,NaN,2023-04-03,,2023-03-28,,,,779.84,,0.00,,,,6.000,,56.000,,,,1,1,1,6.0
2,Simba,19118,METAPRO XL 25MG 15TAB,D,M,42.9,STRIP,2023-04-17,2023-04-15,2023-03-31,2023-04-10,2023-03-24,2023-03-24,2279.35,2025.00,0.00,128.25,130.89,130.89,53.000,50.000,2.000,3.000,3.000,,,,,
2,Simba,19482,KEPPRA 750MG 10TAB,C,M,101.4,STRIP,2023-04-20,2023-04-12,,2023-04-04,,,13547.46,11178.00,,1846.44,,,103.000,90.000,,14.000,,,,,,
2,Simba,19955,RANCIL 20MG 10TAB,D,S,16.6,STRIP,2023-04-15,2023-03-31,2023-04-08,,,,3682.66,3908.40,0.00,,,,36.000,40.000,2.000,,,,,,,
2,Simba,20736,NUMLO-D TABLET,D,N,,,,2023-04-17,,,,,,3564.00,,,,,,40.000,,,,,,,,
2,Simba,21343,LOBATE M 15GM CREAM,D,M,7.2,TUBE,2023-04-19,2023-04-06,,,,,4041.63,2562.90,,,,,45.000,30.000,,,,,1,1,1,1.0
2,Simba,21400,PREPRO KID L 1.2GM SACHET,D,S,17.0,SACHET,2023-04-04,2023-04-02,,,,,495.48,1098.40,,,,,17.000,40.000,,,,,,,,
2,Simba,21509,LACTOBACT 1.5GM INJECTION,D,S,203.7,VIAL,,,2023-04-13,2023-03-24,,,,,289.27,610.70,,,,,1.000,2.000,,1.000,,,,
2,Simba,22323,OLSAR CH 40/12.5 10TAB,D,S,47.9,STRIP,2023-04-20,2023-04-13,,,,,8644.26,7179.00,,,,,60.000,50.000,,,,,,,,
2,Simba,23801,FLANZEN 5 10TAB,C,F,8.8,STRIP,2023-04-20,2023-04-02,2023-04-15,,,,6577.54,5056.40,0.00,,,,130.000,120.000,20.000,,,,,,,
2,Simba,24909,BLUVIT D3 1GM GRANULES,D,F,5.5,SACHET,2023-04-20,2023-04-20,2023-04-20,2023-04-10,,,4612.31,5401.20,0.00,185.21,,,675.000,840.000,30.000,27.000,,,1,1,1,6.0
2,Simba,25351,MOXOFT KT 0.5%/0.5% 5ML EYE DROPS,D,N,,,,2023-03-31,2023-03-31,,,,,2095.80,-8383.20,,,,,20.000,80.000,,,,,,,
2,Simba,25888,CEFAKIND 500 TABLET 10 NO`S,A,F,69.7,STRIP,2023-04-20,2023-03-29,2023-04-16,2023-04-19,,,106293.90,90438.84,0.00,5981.67,,,380.000,357.000,54.000,23.000,,3.000,4,4,4,4.0
2,Simba,25889,FYNAL 250 MG TABLET 10 NO`S,D,M,19.2,STRIP,2023-04-18,2023-04-17,2023-04-17,2023-04-14,,,1482.62,367.20,0.00,107.77,,,46.000,12.000,14.000,3.000,,1.000,1,1,1,1.0
2,Simba,26143,GROVIVA CHOCOLATE POWDER 750 GM,C,S,3073.2,BOX,2023-04-12,2023-03-29,2023-04-10,2023-03-29,,,9683.40,14033.80,0.00,779.66,,,13.000,20.000,2.000,1.000,,,1,1,1,0.0
2,Simba,26438,BREVIPIL SOLUTION 200 ML,C,S,605.6,BOTTLE,2023-04-14,2023-04-03,2023-04-03,,,,6301.94,5914.29,0.00,,,,10.000,10.000,2.000,,,,,,,
2,Simba,27024,ARIPIREN 5MG 10TAB,D,S,15.4,STRIP,2023-04-20,,,,,,1517.05,,,,,,42.000,,,,,,1,1,1,4.0
2,Simba,27170,WRS 21GM POWDER,D,S,0.0,NaN,2023-03-29,,,,,,138.13,,,,,,11.000,,,,,,,,,
2,Simba,27867,MOHA 200ML MOISTURIZING LOTION,D,S,428.7,BOTTLE,2023-04-16,2023-04-13,,,,,1550.00,1793.90,,,,,8.000,10.000,,,,,,,,
2,Simba,28393,ZERODOL P 10TAB,A,F,40.4,STRIP,2023-04-20,2023-04-15,2023-04-13,2023-04-17,2023-03-29,2023-03-29,232722.43,294558.00,-38.83,3989.90,38.83,38.83,5556.000,7100.000,2495.000,90.000,1.000,3.000,29,31,9,113.0
2,Simba,28508,RIFASTOP 400 TABLET 10 NO`S,D,S,59.4,STRIP,2023-04-04,2023-04-16,2023-04-04,,,,1894.97,3388.35,-225.89,,,,8.000,15.000,1.000,,,,1,1,1,1.0
2,Simba,28841,OVABLESS TABLET 10 NO`S,B,F,94.9,STRIP,2023-04-20,2023-04-18,2023-04-13,2023-04-11,,,50042.63,58913.67,0.00,2557.28,,,409.000,532.000,104.000,21.000,,,3,3,3,7.0
2,Simba,28847,OPTHOBLIS GEL 5 GM,D,S,40.6,TUBE,2023-04-14,,,2023-03-22,,,507.76,,,85.22,,,6.000,,,1.000,,,,,,
2,Simba,188,THRIZE 10TAB,D,S,62.0,STRIP,2023-04-17,2023-04-20,,,,,2564.93,5400.00,,,,,14.000,30.000,,,,1.000,,,,
2,Simba,715,AMNURING 5MG 10TAB,C,M,15.5,STRIP,2023-04-20,2023-04-01,2023-03-31,2023-04-20,,,9434.15,17001.88,-65.39,1090.74,,,105.000,260.000,1.000,12.000,,,2,2,2,2.0
2,Simba,3017,MULMINA AMLA ORANGE 200ML,D,N,,,2023-04-15,,2023-03-29,,,,926.25,,1607.25,,,,34.000,,75.000,,,,,,,
2,Simba,3518,URSETOR 150 10TAB,D,S,13.5,STRIP,2023-04-20,,,2023-03-27,,,1455.91,,,124.60,,,12.000,,,1.000,,,1,1,1,0.0
2,Simba,3720,GATILOX 0.3% EYE DROPS,D,M,50.9,BOTTLE,2023-04-14,2023-03-25,2023-04-12,2023-04-13,,,6111.54,5727.87,-127.28,197.51,,,91.000,90.000,2.000,3.000,,,2,2,1,4.0
2,Simba,3788,VOLIBO 0.2MG 10TAB,B,F,21.6,STRIP,2023-04-20,2023-04-17,2023-03-22,2023-04-13,2023-03-28,2023-03-28,62363.50,75669.00,68.79,584.38,178.38,178.38,878.000,1100.000,1.000,8.000,3.000,2.000,,,,
2,Simba,3835,TRIOLMEZEST 40MG 10TAB,B,F,21.8,STRIP,2023-04-20,2023-04-14,,2023-04-17,2023-03-29,2023-03-29,102798.44,103859.92,,534.19,290.58,290.58,595.000,620.000,,3.000,2.000,,2,2,2,0.0
2,Simba,4494,FLUCOSE LOTION,D,S,206.2,BOTTLE,2023-04-18,,,,,,1990.34,,,,,,13.000,,,,,,1,1,1,0.0
2,Simba,4677,MAXIFLO 125 INH,D,S,144.1,BOX,2023-04-08,2023-04-11,2023-03-31,,,,3337.11,3910.70,0.00,,,,8.000,10.000,10.000,,,,,,,
2,Simba,4952,FORCAN 200MG 4 TAB,C,F,40.9,STRIP,2023-04-19,2023-04-03,2023-04-12,2023-04-18,,,3362.34,2690.40,0.00,121.77,,,62.000,60.000,48.000,2.000,,,3,3,3,8.0
2,Simba,5348,LIOFEN XL 20,C,M,101.8,STRIP,2023-04-19,2023-04-19,2023-03-24,,2023-03-29,2023-03-29,14426.36,13782.84,0.00,,202.29,202.29,62.000,60.000,2.000,,1.000,,1,1,1,1.0
2,Simba,5855,EVAKLIN MEDICATED 100ML,D,S,235.2,BOTTLE,2023-04-11,,,,,,263.28,,,,,,2.000,,,,,,,,,
2,Simba,5999,ITRAFAZE 200 8CAP,C,F,88.6,STRIP,2023-04-20,2023-04-15,,2023-04-04,2023-04-17,2023-04-17,25221.15,28365.00,,118.51,6608.00,6608.00,229.000,275.000,,1.000,64.000,,,,,
2,Simba,6213,PR OIL 50ML,D,S,0.0,NaN,2023-04-18,2023-04-02,,,,,166.30,540.05,,,,,2.000,7.000,,,,,,,,
2,Simba,6604,AMNURITE P 10TAB,C,M,15.9,STRIP,2023-04-20,2023-04-16,2023-04-02,2023-04-04,,,11496.24,13598.20,0.00,130.49,,,88.000,110.000,16.000,1.000,,,2,2,2,4.0
2,Simba,7893,SORISTOP C 30ML LOTION,D,S,117.6,BOTTLE,2023-04-20,,2023-04-12,2023-04-17,,,3134.88,,0.00,407.14,,,7.000,,2.000,1.000,,1.000,1,1,1,1.0
2,Simba,7981,QUTAN 50MG 10TAB,D,M,12.2,STRIP,2023-04-05,2023-03-31,2023-04-05,,,,2026.03,2121.60,-212.16,,,,36.000,40.000,4.000,,,,2,2,1,5.0
2,Simba,8440,ETRIK 90MG 10TAB,C,M,15.5,STRIP,2023-04-20,2023-04-13,,2023-04-05,,,11694.21,9950.70,,307.45,,,114.000,100.000,,3.000,,,2,2,2,1.0
2,Simba,8510,TRILOSAR 6.25 10TAB,D,M,13.4,STRIP,2023-04-20,2023-04-13,2023-03-26,2023-03-25,,,5489.84,6548.00,0.00,453.72,,,80.000,100.000,6.000,7.000,,,1,1,1,3.0
2,Simba,8959,ALKACIP 100ML SYRUP (NON RETURNABLE),D,S,213.8,BOTTLE,2023-04-15,,,,,,1812.00,,,,,,80.000,,,,,,,,,
2,Simba,8961,AZICIP 250 6TAB AZITHROMYCIN(250MG)(NON RETURNABLE,B,F,186.62399999999997,STRIP,2023-04-20,2023-03-21,,2023-04-11,,,18799.75,22520.16,,278.00,,,541.000,720.000,,8.000,,,1,1,1,0.0
2,Simba,9076,FUNGICIP 150 1TAB FLUCONAZOLE(150MG),D,S,54.1,STRIP,2023-04-18,,,,,,163.80,,,,,,28.000,,,,,,,,,
2,Simba,9210,REACTIN PLUS RED TABLET 10 NOS,D,S,,,2023-04-19,,,,,,114.75,,,,,,15.000,,,,,,,,,
2,Simba,9717,RABONIK DSR CAPSULE 15 NOS,B,F,0.0,NaN,2023-04-20,2023-03-30,2023-03-21,2023-04-10,,,24848.77,35840.00,0.00,135.11,,,183.000,280.000,20.000,1.000,,,1,1,1,0.0
2,Simba,11127,DONAMEM 10,C,M,7.6,STRIP,2023-04-17,2023-04-17,,,,,13980.37,13885.74,,,,,90.000,90.000,,,,,,,,
2,Simba,11462,GLUTAFINE FACE WASH 70GM,A,M,422.9,TUBE,2023-04-15,,2023-04-14,2023-04-04,,,1097.80,,518.64,547.46,,,4.000,,2.000,2.000,,,,,,
2,Simba,12646,ETILAAM S 5MG 10TAB,D,S,67.0,STRIP,2023-04-20,2023-03-31,,,,,3303.41,4114.50,,,,,38.000,50.000,,,,,1,1,1,1.0
2,Simba,13293,L SYS 30ML LOTION,A,F,136.9,BOTTLE,2023-04-20,2023-04-20,,2023-04-18,,,46228.82,52033.40,,584.22,,,317.000,380.000,,4.000,,,1,1,1,0.0
2,Simba,13471,TUSSALYTE XP 15ML DROP,D,M,118.5,BOTTLE,2023-04-19,2023-04-07,,,,,1465.48,1938.15,,,,,32.000,50.000,,,,,,,,
2,Simba,13711,RETINOX 30CAP,C,M,172.3,STRIP,2023-04-19,2023-04-02,,2023-04-14,,,9579.25,13753.25,,3763.58,,,23.000,35.000,,9.000,,,1,1,1,0.0
2,Simba,13720,ROSUTOR GOLD 20/75/75MG 15CAP,B,F,137.1,STRIP,2023-04-20,2023-04-14,,2023-03-27,2023-03-24,2023-03-24,47343.74,27771.00,,586.28,2483.97,2483.97,161.000,100.000,,2.000,9.000,,1,1,1,0.0
2,Simba,15875,QUADRAJEL 30GM CREAM,C,F,118.1,TUBE,2023-04-20,2023-04-02,2023-04-10,,,,13570.70,9504.00,0.00,,,,130.000,96.000,218.000,,,,4,4,3,6.0
2,Simba,15936,SORVATE C OINT 20GM,B,F,123.3,TUBE,2023-04-20,2023-04-02,2023-04-15,2023-04-08,,,49166.87,37981.40,0.00,2158.87,,,159.000,130.000,50.000,7.000,,,4,5,3,4.0
2,Simba,15979,EVECARE FORTE 200ML LIQUID,D,M,570.4,BOTTLE,2023-04-17,2023-04-10,,,,,4894.85,3157.00,,,,,41.000,28.000,,,,,1,1,1,4.0
2,Simba,16500,MONTINA FX TABLET 10 NO`S,C,F,45.6,STRIP,2023-04-20,2023-04-18,2023-04-18,2023-04-13,,,10077.93,8539.70,0.00,532.46,,,224.000,210.000,34.000,12.000,,,3,3,3,1.0
